Journal_Id,2017,2018,2019,2020,2021,All_Years
1437,0.0,0.0,0.0,0.0,0.0,False
1439,0.0,0.0,0.0,0.0,0.0,False
1444,0.0,0.0,0.0,0.0,0.0,False
1445,0.0,0.0,0.0,0.0,0.0,False
1458,0.0,0.0,0.0,0.0,0.0,False
1461,0.0,0.0,0.0,0.0,0.0,False
1467,0.0,0.0,0.0,0.0,0.0,False
1471,0.0,0.0,0.0,0.0,0.0,False
1472,0.0,0.0,0.0,0.0,0.0,False
1488,0.0,0.0,0.0,0.0,0.0,False
1489,0.0,0.0,0.0,0.0,0.0,False
1492,0.0,0.0,0.0,0.0,0.0,False
1493,0.0,0.0,0.0,0.0,0.0,False
1502,0.0,0.0,0.0,0.0,0.0,False
1518,0.0,1.0,1.0,1.0,0.0,True
1654,0.0,0.0,0.0,0.0,0.0,False
1667,0.0,0.0,0.0,0.0,0.0,False
1676,0.0,0.0,0.0,0.0,0.0,False
1681,0.0,0.0,0.0,0.0,0.0,False
1684,0.0,0.0,0.0,0.0,0.0,False
1688,0.0,0.0,0.0,0.0,0.0,False
1700,0.0,0.0,0.0,0.0,0.0,False
1707,0.0,0.0,0.0,0.0,0.0,False
1711,0.0,0.0,0.0,0.0,0.0,False
1721,0.0,0.0,0.0,0.0,0.0,False
1729,0.0,0.0,0.0,0.0,0.0,False
1737,0.0,0.0,0.0,0.0,0.0,False
1740,0.0,0.0,0.0,0.0,0.0,False
1745,0.0,0.0,0.0,0.0,0.0,False
1747,0.0,0.0,0.0,0.0,0.0,False
1753,0.0,0.0,0.0,0.0,0.0,False
1765,0.0,0.0,0.0,0.0,0.0,False
1779,0.0,0.0,0.0,0.0,0.0,False
1785,0.0,0.0,0.0,0.0,0.0,False
1817,0.0,0.0,0.0,0.0,0.0,False
1820,0.0,0.0,0.0,0.0,0.0,False
1825,0.0,0.0,0.0,0.0,0.0,False
1827,0.0,0.0,0.0,0.0,0.0,False
1842,0.0,0.0,0.0,0.0,0.0,False
1844,0.0,0.0,0.0,0.0,0.0,False
1845,0.0,0.0,0.0,0.0,0.0,False
1863,0.0,0.0,0.0,0.0,0.0,False
1867,0.0,0.0,0.0,0.0,0.0,False
1884,0.0,0.0,0.0,0.0,0.0,False
1893,0.0,0.0,0.0,0.0,0.0,False
1898,0.0,0.0,0.0,0.0,0.0,False
1906,0.0,0.0,0.0,0.0,0.0,False
1908,0.0,0.0,0.0,0.0,0.0,False
1909,0.0,0.0,0.0,0.0,0.0,False
1910,0.0,0.0,0.0,0.0,0.0,False
1914,0.0,0.0,0.0,0.0,0.0,False
1932,0.0,0.0,0.0,0.0,0.0,False
1953,0.0,0.0,0.0,0.0,0.0,False
1956,0.0,0.0,0.0,0.0,0.0,False
1964,0.0,0.0,0.0,0.0,0.0,False
1982,0.0,0.0,0.0,0.0,0.0,False
1995,0.0,0.0,0.0,0.0,0.0,False
2003,0.0,0.0,0.0,0.0,0.0,False
2007,0.0,0.0,0.0,0.0,0.0,False
2010,0.0,0.0,0.0,0.0,0.0,False
2025,0.0,0.0,0.0,0.0,0.0,False
2037,0.0,0.0,0.0,0.0,0.0,False
2039,0.0,0.0,0.0,0.0,0.0,False
2048,0.0,0.0,0.0,0.0,0.0,False
2089,0.0,0.0,0.0,0.0,0.0,False
2093,0.0,0.0,0.0,0.0,0.0,False
2103,0.0,0.0,0.0,0.0,0.0,False
2107,0.0,0.0,0.0,0.0,0.0,False
2109,0.0,0.0,0.0,0.0,0.0,False
2132,0.0,0.0,0.0,0.0,0.0,False
2143,0.0,0.0,0.0,0.0,0.0,False
2249,0.0,0.0,0.0,0.0,0.0,False
2281,0.0,0.0,0.0,0.0,0.0,False
2292,0.0,0.0,0.0,0.0,0.0,False
2295,0.0,0.0,0.0,0.0,0.0,False
2297,0.0,0.0,0.0,0.0,0.0,False
2300,0.0,0.0,0.0,0.0,0.0,False
2301,0.0,0.0,0.0,0.0,0.0,False
2317,0.0,0.0,0.0,0.0,0.0,False
2351,0.0,0.0,0.0,0.0,0.0,False
2358,0.0,0.0,0.0,0.0,0.0,False
2360,0.0,0.0,0.0,0.0,0.0,False
2361,0.0,0.0,0.0,0.0,0.0,False
26418,0.0,0.0,0.0,0.0,0.0,False
2364,0.0,0.0,0.0,0.0,0.0,False
2393,0.0,0.0,0.0,0.0,0.0,False
2394,0.0,0.0,0.0,0.0,0.0,False
2395,0.0,0.0,0.0,0.0,0.0,False
2484,0.0,0.0,0.0,0.0,0.0,False
2497,0.0,0.0,0.0,0.0,0.0,False
2508,0.0,0.0,0.0,0.0,0.0,False
2509,0.0,0.0,0.0,0.0,0.0,False
2531,0.0,0.0,0.0,0.0,0.0,False
2610,0.0,0.0,0.0,0.0,0.0,False
2614,0.0,0.0,0.0,0.0,0.0,False
2624,0.0,0.0,0.0,0.0,0.0,False
2637,0.0,0.0,0.0,0.0,0.0,False
2663,0.0,0.0,0.0,0.0,0.0,False
2693,0.0,0.0,0.0,0.0,0.0,False
2701,0.0,0.0,0.0,0.0,0.0,False
2714,0.0,0.0,0.0,0.0,0.0,False
2724,0.0,0.0,0.0,0.0,0.0,False
2735,0.0,0.0,0.0,0.0,0.0,False
2773,0.0,0.0,0.0,0.0,0.0,False
2777,0.0,0.0,0.0,0.0,0.0,False
2780,0.0,0.0,0.0,0.0,0.0,False
2784,0.0,0.0,0.0,0.0,0.0,False
2788,0.0,0.0,0.0,0.0,0.0,False
2803,0.0,0.0,0.0,0.0,0.0,False
2807,0.0,0.0,0.0,0.0,0.0,False
2820,0.0,0.0,0.0,0.0,0.0,False
2824,0.0,0.0,0.0,0.0,0.0,False
2832,1.0,0.0,0.0,1.0,0.0,True
2834,0.0,0.0,0.0,0.0,0.0,False
2848,0.0,0.0,0.0,0.0,0.0,False
2854,0.0,0.0,0.0,0.0,0.0,False
2862,0.0,0.0,0.0,0.0,0.0,False
2861,0.0,0.0,0.0,0.0,0.0,False
2863,0.0,0.0,0.0,0.0,0.0,False
2885,0.0,0.0,0.0,0.0,0.0,False
2889,0.0,0.0,0.0,0.0,0.0,False
2894,0.0,0.0,0.0,0.0,0.0,False
2905,0.0,0.0,0.0,0.0,0.0,False
2929,0.0,0.0,0.0,0.0,0.0,False
2937,0.0,0.0,0.0,0.0,0.0,False
2946,0.0,0.0,0.0,0.0,0.0,False
2961,0.0,0.0,0.0,0.0,0.0,False
2970,0.0,0.0,0.0,0.0,0.0,False
2974,0.0,0.0,0.0,0.0,0.0,False
2993,0.0,0.0,0.0,0.0,0.0,False
2999,0.0,0.0,0.0,0.0,0.0,False
3010,0.0,0.0,0.0,0.0,0.0,False
3023,0.0,0.0,0.0,0.0,0.0,False
3116,0.0,0.0,0.0,0.0,0.0,False
3169,0.0,0.0,0.0,0.0,0.0,False
3170,0.0,0.0,0.0,0.0,0.0,False
3180,0.0,0.0,0.0,0.0,0.0,False
3195,0.0,0.0,0.0,0.0,0.0,False
3196,0.0,0.0,0.0,0.0,0.0,False
3222,0.0,0.0,0.0,0.0,0.0,False
3227,0.0,0.0,0.0,0.0,0.0,False
3332,0.0,0.0,0.0,0.0,0.0,False
3349,0.0,0.0,0.0,0.0,0.0,False
3379,0.0,0.0,0.0,0.0,0.0,False
3408,0.0,0.0,0.0,0.0,0.0,False
3410,0.0,0.0,0.0,0.0,0.0,False
3412,0.0,0.0,0.0,0.0,0.0,False
3413,0.0,0.0,0.0,0.0,0.0,False
3427,0.0,0.0,0.0,0.0,0.0,False
3429,0.0,0.0,0.0,0.0,0.0,False
3521,0.0,0.0,0.0,0.0,0.0,False
3525,0.0,0.0,0.0,0.0,0.0,False
3528,0.0,0.0,0.0,0.0,0.0,False
3540,0.0,0.0,0.0,0.0,0.0,False
3607,0.0,0.0,0.0,0.0,0.0,False
3609,0.0,0.0,0.0,0.0,0.0,False
3610,0.0,0.0,0.0,0.0,0.0,False
3721,0.0,0.0,0.0,0.0,0.0,False
3725,0.0,0.0,0.0,0.0,0.0,False
3728,0.0,0.0,0.0,0.0,0.0,False
3740,0.0,0.0,0.0,0.0,0.0,False
3746,0.0,0.0,0.0,0.0,0.0,False
3747,0.0,0.0,0.0,0.0,0.0,False
3776,0.0,0.0,0.0,0.0,0.0,False
3780,0.0,0.0,0.0,0.0,0.0,False
3792,0.0,0.0,0.0,0.0,0.0,False
3795,0.0,0.0,0.0,0.0,0.0,False
3796,0.0,0.0,0.0,0.0,0.0,False
3797,0.0,0.0,0.0,0.0,0.0,False
3798,0.0,0.0,0.0,0.0,0.0,False
3812,0.0,0.0,0.0,0.0,0.0,False
3876,0.0,0.0,0.0,0.0,0.0,False
3879,0.0,0.0,0.0,0.0,0.0,False
3886,0.0,0.0,0.0,0.0,0.0,False
3887,0.0,0.0,0.0,0.0,0.0,False
3898,0.0,0.0,0.0,0.0,0.0,False
3900,0.0,0.0,0.0,0.0,0.0,False
3901,0.0,0.0,0.0,0.0,0.0,False
3903,0.0,0.0,0.0,0.0,0.0,False
3931,0.0,0.0,0.0,0.0,0.0,False
3938,0.0,0.0,0.0,0.0,0.0,False
3939,0.0,0.0,0.0,0.0,0.0,False
3940,0.0,0.0,0.0,0.0,0.0,False
3949,0.0,0.0,0.0,0.0,0.0,False
3970,0.0,0.0,0.0,0.0,0.0,False
4020,0.0,0.0,0.0,0.0,0.0,False
4065,0.0,0.0,0.0,0.0,0.0,False
4069,0.0,0.0,0.0,0.0,0.0,False
4071,0.0,0.0,0.0,0.0,0.0,False
4077,0.0,0.0,0.0,0.0,0.0,False
4111,0.0,0.0,0.0,0.0,0.0,False
4115,0.0,0.0,0.0,0.0,0.0,False
4132,0.0,0.0,0.0,0.0,0.0,False
4131,0.0,0.0,0.0,1.0,0.0,True
4198,0.0,0.0,0.0,0.0,0.0,False
4217,0.0,0.0,0.0,0.0,0.0,False
4237,0.0,0.0,0.0,0.0,0.0,False
4240,0.0,0.0,0.0,0.0,0.0,False
4242,0.0,0.0,0.0,0.0,0.0,False
4279,0.0,0.0,0.0,0.0,0.0,False
4326,0.0,0.0,0.0,0.0,0.0,False
4332,0.0,0.0,0.0,0.0,0.0,False
4337,0.0,0.0,0.0,0.0,0.0,False
4360,0.0,0.0,0.0,0.0,0.0,False
4361,0.0,0.0,0.0,0.0,0.0,False
4362,0.0,0.0,0.0,0.0,0.0,False
4372,0.0,0.0,0.0,0.0,0.0,False
4373,0.0,0.0,0.0,0.0,0.0,False
4377,0.0,0.0,0.0,0.0,0.0,False
4389,0.0,0.0,0.0,0.0,0.0,False
4397,0.0,0.0,0.0,0.0,0.0,False
4423,0.0,0.0,0.0,0.0,0.0,False
4475,0.0,0.0,0.0,0.0,0.0,False
4491,0.0,0.0,0.0,0.0,0.0,False
4493,0.0,0.0,0.0,0.0,0.0,False
4502,0.0,0.0,0.0,0.0,0.0,False
4528,0.0,0.0,0.0,0.0,0.0,False
4532,0.0,0.0,0.0,0.0,0.0,False
4533,0.0,0.0,0.0,0.0,0.0,False
4541,0.0,0.0,0.0,0.0,0.0,False
4571,0.0,0.0,0.0,0.0,0.0,False
4577,0.0,0.0,0.0,0.0,0.0,False
4578,0.0,0.0,0.0,0.0,0.0,False
4604,0.0,0.0,0.0,0.0,0.0,False
4614,0.0,0.0,0.0,0.0,0.0,False
4618,0.0,0.0,0.0,0.0,0.0,False
4624,0.0,0.0,0.0,0.0,0.0,False
4650,0.0,0.0,0.0,0.0,0.0,False
4651,0.0,0.0,0.0,0.0,0.0,False
4667,0.0,0.0,0.0,0.0,0.0,False
4670,0.0,0.0,0.0,0.0,0.0,False
4677,0.0,0.0,0.0,0.0,0.0,False
4680,0.0,0.0,0.0,0.0,0.0,False
4736,0.0,0.0,0.0,0.0,0.0,False
4737,0.0,0.0,0.0,0.0,0.0,False
4776,0.0,0.0,0.0,0.0,0.0,False
4794,0.0,0.0,0.0,0.0,0.0,False
4852,0.0,0.0,0.0,0.0,0.0,False
4871,0.0,0.0,0.0,0.0,0.0,False
4877,0.0,0.0,0.0,0.0,0.0,False
4879,0.0,0.0,0.0,0.0,0.0,False
4881,0.0,0.0,0.0,0.0,0.0,False
4885,0.0,0.0,0.0,0.0,0.0,False
4888,0.0,0.0,0.0,0.0,0.0,False
4889,0.0,0.0,0.0,0.0,0.0,False
4893,0.0,0.0,0.0,0.0,0.0,False
4896,0.0,0.0,0.0,0.0,0.0,False
4929,0.0,0.0,0.0,0.0,0.0,False
4938,0.0,0.0,0.0,0.0,0.0,False
4969,0.0,0.0,0.0,0.0,0.0,False
4980,0.0,0.0,0.0,0.0,0.0,False
4982,0.0,0.0,0.0,0.0,0.0,False
5029,0.0,0.0,0.0,0.0,0.0,False
5030,0.0,0.0,0.0,0.0,0.0,False
5035,0.0,0.0,0.0,0.0,0.0,False
5036,0.0,0.0,0.0,0.0,0.0,False
5042,0.0,0.0,0.0,0.0,0.0,False
5065,0.0,0.0,0.0,0.0,0.0,False
5069,0.0,0.0,0.0,0.0,0.0,False
5099,0.0,0.0,0.0,0.0,0.0,False
5105,0.0,0.0,0.0,0.0,0.0,False
5114,0.0,0.0,0.0,0.0,0.0,False
5131,0.0,0.0,0.0,0.0,0.0,False
5154,0.0,0.0,0.0,0.0,0.0,False
5186,0.0,0.0,0.0,0.0,0.0,False
5197,0.0,0.0,0.0,0.0,0.0,False
5213,0.0,0.0,0.0,0.0,0.0,False
5240,0.0,0.0,0.0,0.0,0.0,False
5257,0.0,0.0,0.0,0.0,0.0,False
5292,0.0,0.0,0.0,0.0,0.0,False
5328,0.0,0.0,0.0,0.0,0.0,False
5348,0.0,0.0,0.0,0.0,0.0,False
5372,0.0,0.0,0.0,0.0,0.0,False
5404,0.0,0.0,0.0,0.0,0.0,False
5406,0.0,0.0,0.0,0.0,0.0,False
5415,0.0,0.0,0.0,0.0,0.0,False
5416,0.0,0.0,0.0,0.0,0.0,False
5419,0.0,0.0,0.0,0.0,0.0,False
5438,0.0,0.0,0.0,0.0,0.0,False
5442,0.0,0.0,0.0,0.0,0.0,False
5500,0.0,0.0,0.0,0.0,0.0,False
5519,0.0,0.0,0.0,0.0,0.0,False
5525,0.0,0.0,0.0,0.0,0.0,False
5540,0.0,0.0,0.0,0.0,0.0,False
5542,0.0,0.0,0.0,0.0,0.0,False
5552,0.0,0.0,0.0,0.0,0.0,False
5553,0.0,0.0,0.0,0.0,0.0,False
5554,0.0,0.0,0.0,0.0,0.0,False
5555,0.0,0.0,0.0,0.0,0.0,False
5557,0.0,0.0,0.0,0.0,0.0,False
5592,0.0,0.0,0.0,0.0,0.0,False
5594,0.0,0.0,0.0,0.0,0.0,False
5595,0.0,0.0,0.0,0.0,0.0,False
5609,0.0,0.0,0.0,0.0,0.0,False
5618,0.0,0.0,0.0,0.0,0.0,False
5622,0.0,0.0,0.0,0.0,0.0,False
5627,0.0,0.0,0.0,0.0,0.0,False
5641,0.0,0.0,0.0,0.0,0.0,False
5668,0.0,0.0,0.0,0.0,0.0,False
5687,0.0,0.0,0.0,0.0,0.0,False
5688,0.0,0.0,0.0,0.0,0.0,False
5689,0.0,0.0,0.0,0.0,0.0,False
5807,0.0,0.0,0.0,0.0,0.0,False
5690,0.0,0.0,0.0,0.0,0.0,False
5691,0.0,0.0,0.0,0.0,0.0,False
5692,0.0,0.0,0.0,0.0,0.0,False
5693,0.0,0.0,0.0,0.0,0.0,False
5694,0.0,0.0,0.0,0.0,0.0,False
5696,0.0,0.0,0.0,0.0,0.0,False
5699,0.0,0.0,0.0,0.0,0.0,False
5700,0.0,0.0,0.0,0.0,0.0,False
5701,0.0,0.0,0.0,0.0,0.0,False
5702,0.0,0.0,0.0,0.0,0.0,False
5705,0.0,0.0,0.0,0.0,0.0,False
5706,0.0,0.0,0.0,0.0,0.0,False
5707,0.0,0.0,0.0,0.0,0.0,False
5708,0.0,0.0,0.0,0.0,0.0,False
5709,0.0,0.0,0.0,0.0,0.0,False
5710,0.0,0.0,0.0,0.0,0.0,False
5711,0.0,0.0,0.0,0.0,0.0,False
5713,0.0,0.0,0.0,0.0,0.0,False
5714,0.0,0.0,0.0,0.0,0.0,False
5715,0.0,0.0,0.0,0.0,0.0,False
5727,0.0,0.0,0.0,0.0,0.0,False
5737,0.0,0.0,0.0,0.0,0.0,False
5747,0.0,0.0,0.0,0.0,0.0,False
5761,0.0,0.0,0.0,0.0,0.0,False
5770,0.0,0.0,0.0,0.0,0.0,False
5831,0.0,0.0,0.0,0.0,0.0,False
5835,0.0,0.0,0.0,0.0,0.0,False
5851,0.0,0.0,0.0,0.0,0.0,False
5886,0.0,0.0,0.0,0.0,0.0,False
5888,0.0,0.0,0.0,0.0,0.0,False
5900,0.0,0.0,0.0,0.0,0.0,False
5934,0.0,0.0,0.0,0.0,0.0,False
5940,0.0,0.0,0.0,0.0,0.0,False
5957,0.0,0.0,0.0,0.0,0.0,False
5965,0.0,0.0,0.0,0.0,0.0,False
5966,0.0,0.0,0.0,0.0,0.0,False
5999,0.0,0.0,0.0,0.0,0.0,False
6005,0.0,0.0,0.0,0.0,0.0,False
6006,0.0,0.0,0.0,0.0,0.0,False
6007,0.0,0.0,0.0,0.0,0.0,False
6008,0.0,0.0,0.0,0.0,0.0,False
6009,0.0,0.0,0.0,0.0,0.0,False
6019,0.0,0.0,0.0,0.0,0.0,False
6023,0.0,0.0,0.0,0.0,0.0,False
5393,0.0,0.0,0.0,0.0,0.0,False
6063,0.0,0.0,0.0,0.0,0.0,False
6064,0.0,0.0,0.0,0.0,0.0,False
6095,0.0,0.0,0.0,0.0,0.0,False
6100,0.0,0.0,0.0,0.0,0.0,False
6101,0.0,0.0,0.0,0.0,0.0,False
6106,0.0,0.0,0.0,0.0,0.0,False
6134,0.0,0.0,0.0,0.0,0.0,False
6150,0.0,0.0,0.0,0.0,0.0,False
6179,0.0,0.0,0.0,0.0,0.0,False
6182,0.0,0.0,0.0,0.0,0.0,False
6207,0.0,0.0,1.0,1.0,0.0,True
6231,0.0,0.0,0.0,0.0,0.0,False
6232,0.0,0.0,0.0,0.0,0.0,False
6233,0.0,0.0,0.0,0.0,0.0,False
6250,0.0,0.0,0.0,0.0,0.0,False
6259,0.0,0.0,0.0,0.0,0.0,False
6276,0.0,0.0,0.0,0.0,0.0,False
6278,0.0,0.0,0.0,0.0,0.0,False
6302,0.0,0.0,0.0,0.0,0.0,False
6336,0.0,1.0,0.0,0.0,0.0,True
6341,0.0,0.0,0.0,0.0,0.0,False
6347,0.0,0.0,0.0,0.0,0.0,False
6348,0.0,0.0,0.0,0.0,0.0,False
6421,0.0,0.0,0.0,0.0,0.0,False
6430,0.0,0.0,0.0,0.0,0.0,False
6531,0.0,0.0,0.0,0.0,0.0,False
6548,0.0,0.0,0.0,0.0,0.0,False
6549,0.0,0.0,0.0,0.0,0.0,False
6550,0.0,0.0,0.0,0.0,0.0,False
6554,0.0,0.0,0.0,0.0,0.0,False
6566,0.0,0.0,0.0,0.0,0.0,False
6569,0.0,0.0,0.0,0.0,0.0,False
6617,0.0,0.0,0.0,0.0,0.0,False
6657,0.0,0.0,0.0,0.0,0.0,False
6689,0.0,1.0,1.0,1.0,0.0,True
26410,0.0,0.0,0.0,0.0,0.0,False
6717,0.0,0.0,0.0,0.0,0.0,False
6718,0.0,0.0,0.0,0.0,0.0,False
6722,0.0,0.0,0.0,0.0,0.0,False
6725,0.0,0.0,0.0,0.0,0.0,False
6729,0.0,0.0,0.0,0.0,0.0,False
6734,0.0,0.0,0.0,0.0,0.0,False
6735,0.0,0.0,0.0,0.0,0.0,False
6738,0.0,0.0,0.0,0.0,0.0,False
6743,0.0,0.0,0.0,0.0,0.0,False
6745,0.0,0.0,0.0,0.0,0.0,False
6746,0.0,0.0,0.0,0.0,0.0,False
6763,0.0,0.0,0.0,0.0,0.0,False
6768,0.0,0.0,0.0,0.0,0.0,False
6770,0.0,0.0,0.0,0.0,0.0,False
6793,0.0,0.0,0.0,0.0,0.0,False
6795,0.0,0.0,0.0,0.0,0.0,False
6798,0.0,0.0,0.0,0.0,0.0,False
6836,0.0,0.0,0.0,0.0,0.0,False
6837,0.0,0.0,0.0,0.0,0.0,False
6849,0.0,0.0,0.0,0.0,0.0,False
6864,0.0,0.0,0.0,0.0,0.0,False
6868,0.0,0.0,0.0,0.0,0.0,False
6882,0.0,0.0,0.0,0.0,0.0,False
6924,0.0,0.0,0.0,0.0,0.0,False
6926,0.0,0.0,0.0,0.0,0.0,False
6932,0.0,0.0,0.0,0.0,0.0,False
6939,0.0,0.0,0.0,0.0,0.0,False
6981,0.0,0.0,0.0,0.0,0.0,False
6990,0.0,0.0,0.0,0.0,0.0,False
6992,0.0,0.0,0.0,0.0,0.0,False
7005,0.0,0.0,0.0,0.0,0.0,False
7009,0.0,0.0,0.0,0.0,0.0,False
7020,0.0,0.0,0.0,0.0,0.0,False
7021,0.0,0.0,0.0,0.0,0.0,False
7028,0.0,0.0,0.0,0.0,0.0,False
7039,0.0,0.0,0.0,0.0,0.0,False
7052,0.0,0.0,0.0,0.0,0.0,False
7056,0.0,0.0,0.0,0.0,0.0,False
7067,0.0,0.0,0.0,0.0,0.0,False
7086,0.0,0.0,0.0,0.0,0.0,False
7088,0.0,0.0,0.0,0.0,0.0,False
7111,0.0,0.0,0.0,0.0,0.0,False
7113,0.0,0.0,0.0,0.0,0.0,False
7140,0.0,0.0,0.0,0.0,0.0,False
7158,0.0,0.0,0.0,0.0,0.0,False
7160,0.0,0.0,0.0,0.0,0.0,False
7168,0.0,0.0,0.0,0.0,0.0,False
7186,0.0,0.0,0.0,0.0,0.0,False
7190,1.0,1.0,1.0,1.0,0.0,True
7193,0.0,0.0,0.0,0.0,0.0,False
7224,0.0,0.0,0.0,0.0,0.0,False
7230,0.0,0.0,0.0,0.0,0.0,False
7232,0.0,0.0,0.0,0.0,0.0,False
7234,0.0,0.0,0.0,0.0,0.0,False
7252,0.0,0.0,0.0,0.0,0.0,False
7253,0.0,0.0,0.0,0.0,0.0,False
7259,0.0,0.0,0.0,0.0,0.0,False
7271,0.0,0.0,0.0,0.0,0.0,False
7334,0.0,0.0,0.0,0.0,0.0,False
7335,0.0,0.0,0.0,0.0,0.0,False
7336,0.0,0.0,0.0,0.0,0.0,False
7352,0.0,0.0,0.0,0.0,0.0,False
7362,0.0,0.0,0.0,0.0,0.0,False
7364,0.0,0.0,0.0,0.0,0.0,False
7365,0.0,0.0,0.0,0.0,0.0,False
7371,0.0,0.0,0.0,0.0,0.0,False
7392,0.0,0.0,0.0,0.0,0.0,False
7393,0.0,0.0,0.0,0.0,0.0,False
7438,0.0,0.0,0.0,0.0,0.0,False
7439,0.0,0.0,0.0,0.0,0.0,False
7449,0.0,0.0,0.0,0.0,0.0,False
7458,0.0,0.0,0.0,0.0,0.0,False
7508,0.0,0.0,0.0,0.0,0.0,False
7538,0.0,0.0,0.0,0.0,0.0,False
7541,0.0,0.0,0.0,0.0,0.0,False
7575,0.0,0.0,0.0,0.0,0.0,False
7584,0.0,0.0,0.0,0.0,0.0,False
7599,0.0,0.0,0.0,0.0,0.0,False
7600,0.0,0.0,0.0,0.0,0.0,False
7611,0.0,0.0,0.0,0.0,0.0,False
7625,0.0,0.0,0.0,0.0,0.0,False
7629,0.0,0.0,0.0,0.0,0.0,False
7635,0.0,0.0,0.0,0.0,0.0,False
7638,0.0,0.0,0.0,0.0,0.0,False
7660,0.0,0.0,0.0,0.0,0.0,False
7668,0.0,0.0,0.0,0.0,0.0,False
7689,0.0,0.0,0.0,0.0,0.0,False
7693,0.0,0.0,0.0,0.0,0.0,False
7700,0.0,0.0,0.0,0.0,0.0,False
7742,0.0,0.0,0.0,0.0,0.0,False
7743,0.0,0.0,0.0,0.0,0.0,False
7744,0.0,0.0,0.0,0.0,0.0,False
7763,0.0,0.0,0.0,0.0,0.0,False
7764,0.0,0.0,0.0,0.0,0.0,False
7774,0.0,0.0,0.0,0.0,0.0,False
7777,0.0,0.0,0.0,0.0,0.0,False
7783,0.0,0.0,0.0,0.0,0.0,False
7795,0.0,0.0,0.0,0.0,0.0,False
7785,0.0,0.0,0.0,0.0,0.0,False
7818,0.0,0.0,0.0,0.0,0.0,False
7819,0.0,0.0,0.0,0.0,0.0,False
7821,0.0,0.0,0.0,0.0,0.0,False
7822,0.0,0.0,0.0,0.0,0.0,False
7823,0.0,0.0,0.0,0.0,0.0,False
7905,0.0,0.0,0.0,0.0,0.0,False
7909,0.0,0.0,0.0,0.0,0.0,False
7910,0.0,0.0,0.0,0.0,0.0,False
