Journal_Id,Year,Authors,Title,DOI,Link1,Link2,Keyword,LinksPDF
202,2020,,Issue Information,10.1111/j.1600-0390.2020.12209.x ,https://sci-hub.se/10.1111/j.1600-0390.2020.12209.x,https://booksc.org/s/?q=10.1111/j.1600-0390.2020.12209.x,issue information,/downloads/2020-12-16/fb92/issue-information-2020.pdf#navpanes=0&view=FitH
304,2017,,Issue Information,10.1111/ane.12674 ,https://sci-hub.se/10.1111/ane.12674,https://booksc.org/s/?q=10.1111/ane.12674,issue information,//twin.sci-hub.se/6484/46f00949b172a4911410abbf83dc566d/issue-information-2016.pdf#navpanes=0&view=FitH
304,2018,,Issue Information,10.1111/ane.12818 ,https://sci-hub.se/10.1111/ane.12818,https://booksc.org/s/?q=10.1111/ane.12818,issue information,/downloads/2019-10-23/cf/issue-information-2017.pdf#navpanes=0&view=FitH
304,2019,,Issue Information,10.1111/ane.12981 ,https://sci-hub.se/10.1111/ane.12981,https://booksc.org/s/?q=10.1111/ane.12981,issue information,/tree/e2/20/e220671b84ab4fa81451415f5a4399ae.pdf#navpanes=0&view=FitH
304,2020,,Issue Information,10.1111/ane.13119 ,https://sci-hub.se/10.1111/ane.13119,https://booksc.org/s/?q=10.1111/ane.13119,issue information,/downloads/2020-03-01/8e87/issue-information-2019.pdf#navpanes=0&view=FitH
304,2021,,Issue Information,10.1111/ane.13267 ,https://sci-hub.se/10.1111/ane.13267,https://booksc.org/s/?q=10.1111/ane.13267,issue information,/downloads/2020-12-16/0601/issue-information-2020.pdf#navpanes=0&view=FitH
328,2017,,Issue Information,10.1111/apa.13568 ,https://sci-hub.se/10.1111/apa.13568,https://booksc.org/s/?q=10.1111/apa.13568,issue information,//twin.sci-hub.se/6474/c86b4548da444ea6aa7d2438d62e5c70/issue-information-2016.pdf#navpanes=0&view=FitH
328,2018,,Issue Information,10.1111/apa.14508 ,https://sci-hub.se/10.1111/apa.14508,https://booksc.org/s/?q=10.1111/apa.14508,issue information,/downloads/2020-01-21/ad44/issue-information-2018.pdf#navpanes=0&view=FitH
328,2019,,Issue Information,10.1111/apa.14446 ,https://sci-hub.se/10.1111/apa.14446,https://booksc.org/s/?q=10.1111/apa.14446,issue information,/tree/13/4e/134ec2ca7e3e54ba43c983b6bedd5b22.pdf#navpanes=0&view=FitH
328,2020,,Issue Information,10.1111/apa.14855 ,https://sci-hub.se/10.1111/apa.14855,https://booksc.org/s/?q=10.1111/apa.14855,issue information,/downloads/2020-03-01/edb3/issue-information-2019.pdf#navpanes=0&view=FitH
356,2017,,Issue Information,10.1111/apha.12780 ,https://sci-hub.se/10.1111/apha.12780,https://booksc.org/s/?q=10.1111/apha.12780,issue information,//twin.sci-hub.se/6343/e1499829169e8219e5e22e5785018799/issue-information-2016.pdf#navpanes=0&view=FitH
356,2018,,Issue Information,10.1111/apha.12950 ,https://sci-hub.se/10.1111/apha.12950,https://booksc.org/s/?q=10.1111/apha.12950,issue information,//twin.sci-hub.se/6802/bf8431705fbc851de90f7707477f755c/issue-information-2018.pdf#navpanes=0&view=FitH
356,2019,,Issue Information,10.1111/apha.13138 ,https://sci-hub.se/10.1111/apha.13138,https://booksc.org/s/?q=10.1111/apha.13138,issue information,/downloads/2019-04-13/d0/issue-information-2018.pdf#navpanes=0&view=FitH
356,2020,,Issue Information,10.1111/apha.13303 ,https://sci-hub.se/10.1111/apha.13303,https://booksc.org/s/?q=10.1111/apha.13303,issue information,/downloads/2019-12-08/8d/10.1111@apha.13303.pdf#navpanes=0&view=FitH
365,2017,,Issue Information,10.1111/acps.12687 ,https://sci-hub.se/10.1111/acps.12687,https://booksc.org/s/?q=10.1111/acps.12687,issue information,//twin.sci-hub.se/6476/9adac9a724ceb1f7d8548d60a763978e/issue-information-2016.pdf#navpanes=0&view=FitH
365,2018,,Issue Information,10.1111/acps.12802 ,https://sci-hub.se/10.1111/acps.12802,https://booksc.org/s/?q=10.1111/acps.12802,issue information,/downloads/2019-10-23/2c/issue-information-2017.pdf#navpanes=0&view=FitH
365,2019,,Issue Information,10.1111/acps.12925 ,https://sci-hub.se/10.1111/acps.12925,https://booksc.org/s/?q=10.1111/acps.12925,issue information,/downloads/2019-04-13/3e/issue-information-2018.pdf#navpanes=0&view=FitH
365,2020,,Issue Information,10.1111/acps.13042 ,https://sci-hub.se/10.1111/acps.13042,https://booksc.org/s/?q=10.1111/acps.13042,issue information,/downloads/2020-03-01/37df/issue-information-2019.pdf#navpanes=0&view=FitH
390,2018,,Issue Information,10.1111/azo.12217 ,https://sci-hub.se/10.1111/azo.12217,https://booksc.org/s/?q=10.1111/azo.12217,issue information,//twin.sci-hub.se/6601/75a8988c90d12b88761fbefa31cebccd/issue-information-2017.pdf#navpanes=0&view=FitH
390,2019,,Issue Information,10.1111/azo.12262 ,https://sci-hub.se/10.1111/azo.12262,https://booksc.org/s/?q=10.1111/azo.12262,issue information,/downloads/2019-04-13/40/issue-information-2018.pdf#navpanes=0&view=FitH
390,2020,,Issue Information,10.1111/azo.12301 ,https://sci-hub.se/10.1111/azo.12301,https://booksc.org/s/?q=10.1111/azo.12301,issue information,/downloads/2020-03-01/d9bb/issue-information-2019.pdf#navpanes=0&view=FitH
390,2021,,Issue Information,10.1111/azo.12338 ,https://sci-hub.se/10.1111/azo.12338,https://booksc.org/s/?q=10.1111/azo.12338,issue information,/downloads/2020-12-16/6a00/issue-information-2020.pdf#navpanes=0&view=FitH
423,2017,,"Issue Information - Title, Aims & Scope",10.1111/add.13560 ,https://sci-hub.se/10.1111/add.13560,https://booksc.org/s/?q=10.1111/add.13560,issue information,//twin.sci-hub.se/6484/9914ba9ee4dccbbf0e83670443981c31/issue-information--title-aims--scope-2016.pdf#navpanes=0&view=FitH
423,2017,,Issue Information - TOC,10.1111/add.13561 ,https://sci-hub.se/10.1111/add.13561,https://booksc.org/s/?q=10.1111/add.13561,issue information,//twin.sci-hub.se/6487/f868970fe656490fa5cef045bc286e40/issue-information--toc-2016.pdf#navpanes=0&view=FitH
423,2018,,"Issue Information - Cover, Editorial Board, Guidelines for submission, Title, Aims & Scope",10.1111/add.13977 ,https://sci-hub.se/10.1111/add.13977,https://booksc.org/s/?q=10.1111/add.13977,issue information,/downloads/2019-10-23/b1/issue-information--cover-editorial-board-guidelines-for-submissi-2017.pdf#navpanes=0&view=FitH
423,2019,,Issue Information,10.1111/add.14743 ,https://sci-hub.se/10.1111/add.14743,https://booksc.org/s/?q=10.1111/add.14743,issue information,/downloads/2020-03-01/c6b7/issue-information-2019.pdf#navpanes=0&view=FitH
423,2020,,"Issue Information â Cover, Editorial Board, Guidelines for submission, Title, Aims & Scope",10.1111/add.14669 ,https://sci-hub.se/10.1111/add.14669,https://booksc.org/s/?q=10.1111/add.14669,issue information,/downloads/2020-03-01/2d/issue-information--cover-editorial-board-guidelines-for-submissi-2019.pdf#navpanes=0&view=FitH
423,2020,,Issue Information â TOC,10.1111/add.14670 ,https://sci-hub.se/10.1111/add.14670,https://booksc.org/s/?q=10.1111/add.14670,issue information,/downloads/2020-03-01/d60a/issue-information--toc-2019.pdf#navpanes=0&view=FitH
424,2017,,Issue Information,10.1111/adb.12451 ,https://sci-hub.se/10.1111/adb.12451,https://booksc.org/s/?q=10.1111/adb.12451,issue information,//twin.sci-hub.se/6327/d347e8c0f10ff5d08cc78f2cf56fc5b8/issue-information-2017.pdf#navpanes=0&view=FitH
424,2018,,Issue Information,10.1111/adb.12561 ,https://sci-hub.se/10.1111/adb.12561,https://booksc.org/s/?q=10.1111/adb.12561,issue information,//twin.sci-hub.se/6802/9b4755a41e52c8641c752f817d15254f/issue-information-2018.pdf#navpanes=0&view=FitH
424,2018,,Issue Information,10.1111/adb.12601 ,https://sci-hub.se/10.1111/adb.12601,https://booksc.org/s/?q=10.1111/adb.12601,issue information,//twin.sci-hub.se/6802/5c8c6c41c9780a8ff10a018787ae6501/issue-information-2018.pdf#navpanes=0&view=FitH
424,2019,,Issue Information,10.1111/adb.12654 ,https://sci-hub.se/10.1111/adb.12654,https://booksc.org/s/?q=10.1111/adb.12654,issue information,/downloads/2020-01-20/8d8e/issue-information-2018.pdf#navpanes=0&view=FitH
424,2020,,Issue Information,10.1111/adb.12785 ,https://sci-hub.se/10.1111/adb.12785,https://booksc.org/s/?q=10.1111/adb.12785,issue information,/downloads/2020-03-01/4e04/issue-information-2019.pdf#navpanes=0&view=FitH
424,2021,,Issue Information,10.1111/adb.12920 ,https://sci-hub.se/10.1111/adb.12920,https://booksc.org/s/?q=10.1111/adb.12920,issue information,/downloads/2020-12-16/bf/issue-information-2020.pdf#navpanes=0&view=FitH
626,2017,,Issue Information,10.1002/adv.21763 ,https://sci-hub.se/10.1002/adv.21763,https://booksc.org/s/?q=10.1002/adv.21763,issue information,//twin.sci-hub.se/6484/4f51a26186fad35d8f68650e72d96da1/issue-information-2017.pdf#navpanes=0&view=FitH
626,2018,,Issue Information,10.1002/adv.21897 ,https://sci-hub.se/10.1002/adv.21897,https://booksc.org/s/?q=10.1002/adv.21897,issue information,//twin.sci-hub.se/6801/8acf744d1a0f1e54588265ea2d7868b5/issue-information-2018.pdf#navpanes=0&view=FitH
697,2017,,Issue Information - Author Guidelines,10.1111/1467-8268.12243 ,https://sci-hub.se/10.1111/1467-8268.12243,https://booksc.org/s/?q=10.1111/1467-8268.12243,issue information,//twin.sci-hub.se/6315/2060213b76898d29ae983e223f7fabed/issue-information--author-guidelines-2017.pdf#navpanes=0&view=FitH
697,2018,,Issue Information,10.1111/1467-8268.12318 ,https://sci-hub.se/10.1111/1467-8268.12318,https://booksc.org/s/?q=10.1111/1467-8268.12318,issue information,/downloads/2019-10-23/79/aims-scope-and-author-guidelines-2018.pdf#navpanes=0&view=FitH
697,2019,,Issue Information,10.1111/1467-8268.12329 ,https://sci-hub.se/10.1111/1467-8268.12329,https://booksc.org/s/?q=10.1111/1467-8268.12329,issue information,/downloads/2020-01-21/2a/issue-information-2019.pdf#navpanes=0&view=FitH
723,2018,,Issue Information,10.1111/aje.12476 ,https://sci-hub.se/10.1111/aje.12476,https://booksc.org/s/?q=10.1111/aje.12476,issue information,//twin.sci-hub.se/6805/b80a3099bb647bb7296bcada2e580f37/issue-information-2018.pdf#navpanes=0&view=FitH
723,2019,,Issue Information,10.1111/aje.12598 ,https://sci-hub.se/10.1111/aje.12598,https://booksc.org/s/?q=10.1111/aje.12598,issue information,/downloads/2019-04-12/07/issue-information-2019.pdf#navpanes=0&view=FitH
723,2020,,Issue Information,10.1111/aje.12650 ,https://sci-hub.se/10.1111/aje.12650,https://booksc.org/s/?q=10.1111/aje.12650,issue information,/downloads/2020-12-16/2ebf/issue-information-2020.pdf#navpanes=0&view=FitH
794,2018,,Issue Information,10.1002/ab.21728 ,https://sci-hub.se/10.1002/ab.21728,https://booksc.org/s/?q=10.1002/ab.21728,issue information,//twin.sci-hub.se/6785/933d38532a7a33b41d08bac1d696afcd/issue-information-2017.pdf#navpanes=0&view=FitH
794,2019,,Issue Information,10.1002/ab.21777 ,https://sci-hub.se/10.1002/ab.21777,https://booksc.org/s/?q=10.1002/ab.21777,issue information,/downloads/2019-11-18/e0cc/issue-information-2018.pdf#navpanes=0&view=FitH
794,2020,,Issue Information,10.1002/ab.21843 ,https://sci-hub.se/10.1002/ab.21843,https://booksc.org/s/?q=10.1002/ab.21843,issue information,/downloads/2020-03-01/8f87/issue-information-2019.pdf#navpanes=0&view=FitH
796,2017,,Issue Information,10.1111/acel.12531 ,https://sci-hub.se/10.1111/acel.12531,https://booksc.org/s/?q=10.1111/acel.12531,issue information,//twin.sci-hub.se/6363/7e0d28dbdb8d407d7e1c33ba9304700b/issue-information-2017.pdf#navpanes=0&view=FitH
796,2018,,Issue Information,10.1111/acel.12667 ,https://sci-hub.se/10.1111/acel.12667,https://booksc.org/s/?q=10.1111/acel.12667,issue information,//twin.sci-hub.se/6818/34cc5d4e58b2efa0ea34df9fea1aa15c/issue-information-2018.pdf#navpanes=0&view=FitH
796,2019,,Issue Information,10.1111/acel.12803 ,https://sci-hub.se/10.1111/acel.12803,https://booksc.org/s/?q=10.1111/acel.12803,issue information,/downloads/2020-01-25/94/issue-information-2019.pdf#navpanes=0&view=FitH
796,2020,,Issue Information,10.1111/acel.12972 ,https://sci-hub.se/10.1111/acel.12972,https://booksc.org/s/?q=10.1111/acel.12972,issue information,/downloads/2020-03-01/4758/issue-information-2020.pdf#navpanes=0&view=FitH
804,2017,,Issue Information,10.1002/agr.21481 ,https://sci-hub.se/10.1002/agr.21481,https://booksc.org/s/?q=10.1002/agr.21481,issue information,//twin.sci-hub.se/6484/fc3e0ecf365311ff17c41e1f5fa7e121/issue-information-2017.pdf#navpanes=0&view=FitH
804,2018,,Issue Information,10.1002/agr.21516 ,https://sci-hub.se/10.1002/agr.21516,https://booksc.org/s/?q=10.1002/agr.21516,issue information,/downloads/2019-11-19/52c5/issue-information-2018.pdf#navpanes=0&view=FitH
804,2019,,Issue Information,10.1002/agr.21570 ,https://sci-hub.se/10.1002/agr.21570,https://booksc.org/s/?q=10.1002/agr.21570,issue information,/downloads/2019-01-13//fb/10.1002@agr.21570.pdf#navpanes=0&view=FitH
804,2020,,Issue Information,10.1002/agr.21613 ,https://sci-hub.se/10.1002/agr.21613,https://booksc.org/s/?q=10.1002/agr.21613,issue information,/downloads/2020-03-01/7a/issue-information-2020.pdf#navpanes=0&view=FitH
813,2018,,Issue Information,10.1111/afe.12252 ,https://sci-hub.se/10.1111/afe.12252,https://booksc.org/s/?q=10.1111/afe.12252,issue information,//twin.sci-hub.se/6821/bb8f73a1a161d01274b868339f8e5fbc/issue-information-2018.pdf#navpanes=0&view=FitH
813,2019,,Issue Information,10.1111/afe.12293 ,https://sci-hub.se/10.1111/afe.12293,https://booksc.org/s/?q=10.1111/afe.12293,issue information,/downloads/2019-04-12/d9/issue-information-2019.pdf#navpanes=0&view=FitH
813,2020,,Issue Information,10.1111/afe.12340 ,https://sci-hub.se/10.1111/afe.12340,https://booksc.org/s/?q=10.1111/afe.12340,issue information,/downloads/2020-03-01/0df9/issue-information-2020.pdf#navpanes=0&view=FitH
915,2017,,Issue Information,10.1111/acer.13185 ,https://sci-hub.se/10.1111/acer.13185,https://booksc.org/s/?q=10.1111/acer.13185,issue information,//twin.sci-hub.se/6480/6ab13d0e5f6b7713d1aaee0d10bcba6d/issue-information-2017.pdf#navpanes=0&view=FitH
915,2018,,Issue Information,10.1111/acer.13453 ,https://sci-hub.se/10.1111/acer.13453,https://booksc.org/s/?q=10.1111/acer.13453,issue information,//twin.sci-hub.se/6808/c95bf88402f6565740ad7ce2625b9538/issue-information-2018.pdf#navpanes=0&view=FitH
915,2019,,Issue Information,10.1111/acer.14056 ,https://sci-hub.se/10.1111/acer.14056,https://booksc.org/s/?q=10.1111/acer.14056,issue information,/downloads/2020-03-01/16b4/issue-information-2019.pdf#navpanes=0&view=FitH
915,2020,,Issue Information,10.1111/acer.14355 ,https://sci-hub.se/10.1111/acer.14355,https://booksc.org/s/?q=10.1111/acer.14355,issue information,/downloads/2020-06-22//c3/issue-information-2020.pdf#navpanes=0&view=FitH
933,2018,,Issue Information,10.1111/apt.14295 ,https://sci-hub.se/10.1111/apt.14295,https://booksc.org/s/?q=10.1111/apt.14295,issue information,//twin.sci-hub.se/6624/7fb6a8dd4afc087741673bd2dcda6d48/issue-information-2017.pdf#navpanes=0&view=FitH
933,2019,,Issue Information,10.1111/apt.14868 ,https://sci-hub.se/10.1111/apt.14868,https://booksc.org/s/?q=10.1111/apt.14868,issue information,/downloads/2020-01-20/f70b/issue-information-2018.pdf#navpanes=0&view=FitH
941,2017,,Editorial Board,10.1111/all.13008 ,https://sci-hub.se/10.1111/all.13008,https://booksc.org/s/?q=10.1111/all.13008,editorial board,//twin.sci-hub.se/6494/cf86f16ef7e03f6b41bf84df69e96ad6/editorial-board-2016.pdf#navpanes=0&view=FitH
941,2018,,Issue Information - TOC,10.1111/all.13273 ,https://sci-hub.se/10.1111/all.13273,https://booksc.org/s/?q=10.1111/all.13273,issue information,//twin.sci-hub.se/6613/b14f133beeaeef5eb1bf6ede5358e39a/issue-information--toc-2017.pdf#navpanes=0&view=FitH
941,2018,,Issue Information - Cover and Editorial Board,10.1111/all.13274 ,https://sci-hub.se/10.1111/all.13274,https://booksc.org/s/?q=10.1111/all.13274,issue information,//twin.sci-hub.se/6612/5dac24582e8d00aa8b313f7d7a35ed00/issue-information--cover-and-editorial-board-2017.pdf#navpanes=0&view=FitH
941,2019,,Issue Information,10.1111/all.14095 ,https://sci-hub.se/10.1111/all.14095,https://booksc.org/s/?q=10.1111/all.14095,issue information,/downloads/2020-03-01/8905/issue-information-2019.pdf#navpanes=0&view=FitH
941,2020,,Issue Information â Toc,10.1111/all.13880 ,https://sci-hub.se/10.1111/all.13880,https://booksc.org/s/?q=10.1111/all.13880,issue information,/downloads/2020-03-01/e7/issue-information--toc-2020.pdf#navpanes=0&view=FitH
941,2020,,Issue Information â Cover and Editorial Board,10.1111/all.13881 ,https://sci-hub.se/10.1111/all.13881,https://booksc.org/s/?q=10.1111/all.13881,issue information,/downloads/2020-03-01/ee/issue-information--cover-and-editorial-board-2020.pdf#navpanes=0&view=FitH
990,2017,,Issue Information,10.1111/ablj.12089 ,https://sci-hub.se/10.1111/ablj.12089,https://booksc.org/s/?q=10.1111/ablj.12089,issue information,//twin.sci-hub.se/6366/9d4f12efe2392071377269ada917fa72/issue-information-2017.pdf#navpanes=0&view=FitH
990,2018,,Issue Information,10.1111/ablj.12112 ,https://sci-hub.se/10.1111/ablj.12112,https://booksc.org/s/?q=10.1111/ablj.12112,issue information,//twin.sci-hub.se/6661/076faad18cc4da181b18f4ae5b045f96/issue-information-2018.pdf#navpanes=0&view=FitH
990,2019,,Issue Information,10.1111/ablj.12126 ,https://sci-hub.se/10.1111/ablj.12126,https://booksc.org/s/?q=10.1111/ablj.12126,issue information,/downloads/2019-03-12/4d/10.1111@ablj.12126.pdf#navpanes=0&view=FitH
990,2020,,Issue Information,10.1111/ablj.12142 ,https://sci-hub.se/10.1111/ablj.12142,https://booksc.org/s/?q=10.1111/ablj.12142,issue information,/downloads/2020-12-16/1b40/issue-information-2020.pdf#navpanes=0&view=FitH
1054,2017,,Issue Information,10.1111/ajes.12163 ,https://sci-hub.se/10.1111/ajes.12163,https://booksc.org/s/?q=10.1111/ajes.12163,issue information,//twin.sci-hub.se/6483/85983875eb1938ab9df66280e6b967b6/issue-information-2017.pdf#navpanes=0&view=FitH
1054,2018,,Issue Information,10.1111/ajes.12199 ,https://sci-hub.se/10.1111/ajes.12199,https://booksc.org/s/?q=10.1111/ajes.12199,issue information,//twin.sci-hub.se/7092/eafbf4894c6cd34f2524cfbefa8c7ab0/issue-information-2018.pdf#navpanes=0&view=FitH
1054,2019,,Issue Information,10.1111/ajes.12234 ,https://sci-hub.se/10.1111/ajes.12234,https://booksc.org/s/?q=10.1111/ajes.12234,issue information,/downloads/2019-02-04/a1/10.1111@ajes.12234.pdf#navpanes=0&view=FitH
1054,2020,,Issue Information,10.1111/ajes.12285 ,https://sci-hub.se/10.1111/ajes.12285,https://booksc.org/s/?q=10.1111/ajes.12285,issue information,/downloads/2020-03-01/a981/issue-information-2020.pdf#navpanes=0&view=FitH
1071,2017,,Issue Information - Table of Contents,10.1002/ajh.24502 ,https://sci-hub.se/10.1002/ajh.24502,https://booksc.org/s/?q=10.1002/ajh.24502,issue information,//twin.sci-hub.se/6485/ad6812ebff940a6cfc2191e8cecedfa1/issue-information--table-of-contents-2016.pdf#navpanes=0&view=FitH
1071,2018,,ISSUE INFORMATION - TABLE OF CONTENTS,10.1002/ajh.24982 ,https://sci-hub.se/10.1002/ajh.24982,https://booksc.org/s/?q=10.1002/ajh.24982,issue information,//twin.sci-hub.se/6807/b288fe46f127caa048e37667234aeb82/issue-information--table-of-contents-2017.pdf#navpanes=0&view=FitH
1071,2019,,ISSUE INFORMATION – TABLE OF CONTENTS,10.1002/ajh.25462 ,https://sci-hub.se/10.1002/ajh.25462,https://booksc.org/s/?q=10.1002/ajh.25462,issue information,/downloads/2019-11-18/b3/issue-information--table-of-contents-2019.pdf#navpanes=0&view=FitH
1073,2018,,Issue Information,10.1002/ajhb.23097 ,https://sci-hub.se/10.1002/ajhb.23097,https://booksc.org/s/?q=10.1002/ajhb.23097,issue information,//twin.sci-hub.se/6783/df6e8b0b5ec0184a1daa4d446a0910b2/issue-information-2018.pdf#navpanes=0&view=FitH
1073,2019,,Issue Information,10.1002/ajhb.23156 ,https://sci-hub.se/10.1002/ajhb.23156,https://booksc.org/s/?q=10.1002/ajhb.23156,issue information,/downloads/2019-10-23/f5/issue-information-2019.pdf#navpanes=0&view=FitH
1073,2020,,Issue Information,10.1002/ajhb.23416 ,https://sci-hub.se/10.1002/ajhb.23416,https://booksc.org/s/?q=10.1002/ajhb.23416,issue information,/downloads/2020-07-11/7f22/issue-information-2020.pdf#navpanes=0&view=FitH
1077,2018,,Issue Information,10.1002/ajim.22807 ,https://sci-hub.se/10.1002/ajim.22807,https://booksc.org/s/?q=10.1002/ajim.22807,issue information,//twin.sci-hub.se/6636/360abb2fb19abdebea370fd3aa3d07c3/issue-information-2017.pdf#navpanes=0&view=FitH
1077,2019,,Issue Information,10.1002/ajim.22878 ,https://sci-hub.se/10.1002/ajim.22878,https://booksc.org/s/?q=10.1002/ajim.22878,issue information,/downloads/2019-11-18/d224/issue-information-2018.pdf#navpanes=0&view=FitH
1077,2020,,Issue Information,10.1002/ajim.23002 ,https://sci-hub.se/10.1002/ajim.23002,https://booksc.org/s/?q=10.1002/ajim.23002,issue information,/downloads/2020-03-01/33c5/issue-information-2019.pdf#navpanes=0&view=FitH
1085,2017,,Issue Information - TOC,10.1002/ajmg.b.32481 ,https://sci-hub.se/10.1002/ajmg.b.32481,https://booksc.org/s/?q=10.1002/ajmg.b.32481,issue information,//twin.sci-hub.se/6473/1f1c8843f177067399a262a200e828b9/issue-information--toc-2016.pdf#navpanes=0&view=FitH
1085,2018,,Issue Information - TOC,10.1002/ajmg.b.32584 ,https://sci-hub.se/10.1002/ajmg.b.32584,https://booksc.org/s/?q=10.1002/ajmg.b.32584,issue information,//twin.sci-hub.se/6916/8428ba8db6c3af5962a15e6f8a21f6b1/issue-information--toc-2017.pdf#navpanes=0&view=FitH
1085,2019,,Issue Information - TOC,10.1002/ajmg.b.32665 ,https://sci-hub.se/10.1002/ajmg.b.32665,https://booksc.org/s/?q=10.1002/ajmg.b.32665,issue information,/downloads/2019-04-12/4c/issue-information--toc-2018.pdf#navpanes=0&view=FitH
1085,2020,,Issue Information ‐ TOC,10.1002/ajmg.b.32737 ,https://sci-hub.se/10.1002/ajmg.b.32737,https://booksc.org/s/?q=10.1002/ajmg.b.32737,issue information,/downloads/2019-12-17/ce/issue-information--toc-2019.pdf#navpanes=0&view=FitH
