Journal_Id,Year,Authors,Title,DOI,Link1,Link2,Keyword
619,2020,,Associate Editors,10.1016/s0065-3101(20)30021-9 ,https://sci-hub.se/10.1016/s0065-3101%2820%2930021-9,https://booksc.org/s/?q=10.1016/s0065-3101%2820%2930021-9,editors
649,2017,,Editorial Board,10.1016/S0065-3411(17)30025-8 ,https://sci-hub.se/10.1016/S0065-3411%2817%2930025-8,https://booksc.org/s/?q=10.1016/S0065-3411%2817%2930025-8,editorial board
649,2018,,Associate Editors,10.1016/S0065-3411(18)30025-3 ,https://sci-hub.se/10.1016/S0065-3411%2818%2930025-3,https://booksc.org/s/?q=10.1016/S0065-3411%2818%2930025-3,editors
649,2020,,Associate Editors,10.1016/S0065-3411(20)30024-5 ,https://sci-hub.se/10.1016/S0065-3411%2820%2930024-5,https://booksc.org/s/?q=10.1016/S0065-3411%2820%2930024-5,editors
660,2017,,Editorial Board,10.1016/s0309-1708(16)30774-6 ,https://sci-hub.se/10.1016/s0309-1708%2816%2930774-6,https://booksc.org/s/?q=10.1016/s0309-1708%2816%2930774-6,editorial board
660,2018,,Editorial Board,10.1016/s0309-1708(17)31148-x ,https://sci-hub.se/10.1016/s0309-1708%2817%2931148-x,https://booksc.org/s/?q=10.1016/s0309-1708%2817%2931148-x,editorial board
660,2019,,Editorial Board,10.1016/s0309-1708(18)31049-2 ,https://sci-hub.se/10.1016/s0309-1708%2818%2931049-2,https://booksc.org/s/?q=10.1016/s0309-1708%2818%2931049-2,editorial board
660,2020,,Editorial Board,10.1016/s0309-1708(19)31237-0 ,https://sci-hub.se/10.1016/s0309-1708%2819%2931237-0,https://booksc.org/s/?q=10.1016/s0309-1708%2819%2931237-0,editorial board
670,2017,,Editorial Board,10.1016/s1270-9638(16)31219-6 ,https://sci-hub.se/10.1016/s1270-9638%2816%2931219-6,https://booksc.org/s/?q=10.1016/s1270-9638%2816%2931219-6,editorial board
670,2019,,Editorial Board,10.1016/s1270-9638(18)32882-7 ,https://sci-hub.se/10.1016/s1270-9638%2818%2932882-7,https://booksc.org/s/?q=10.1016/s1270-9638%2818%2932882-7,editorial board
670,2020,,Editorial Board,10.1016/s1270-9638(19)33168-2 ,https://sci-hub.se/10.1016/s1270-9638%2819%2933168-2,https://booksc.org/s/?q=10.1016/s1270-9638%2819%2933168-2,editorial board
676,2017,,Editorial board members,10.1016/s1434-8411(16)31297-3 ,https://sci-hub.se/10.1016/s1434-8411%2816%2931297-3,https://booksc.org/s/?q=10.1016/s1434-8411%2816%2931297-3,editorial board
676,2017,,Editorial board members,10.1016/s1434-8411(16)31300-0 ,https://sci-hub.se/10.1016/s1434-8411%2816%2931300-0,https://booksc.org/s/?q=10.1016/s1434-8411%2816%2931300-0,editorial board
676,2018,,Inside Front Cover - Editorial Board Page/Cover image legend if applicable,10.1016/s1434-8411(17)32818-2 ,https://sci-hub.se/10.1016/s1434-8411%2817%2932818-2,https://booksc.org/s/?q=10.1016/s1434-8411%2817%2932818-2,editorial board
676,2019,,Editorial Board,10.1016/S1434-8411(18)33109-1 ,https://sci-hub.se/10.1016/S1434-8411%2818%2933109-1,https://booksc.org/s/?q=10.1016/S1434-8411%2818%2933109-1,editorial board
676,2020,,Editorial Board,10.1016/s1434-8411(19)32888-2 ,https://sci-hub.se/10.1016/s1434-8411%2819%2932888-2,https://booksc.org/s/?q=10.1016/s1434-8411%2819%2932888-2,editorial board
676,2021,,Editorial Board,10.1016/S1434-8411(20)32767-9 ,https://sci-hub.se/10.1016/S1434-8411%2820%2932767-9,https://booksc.org/s/?q=10.1016/S1434-8411%2820%2932767-9,editorial board
789,2018,,Editorial Board,10.1016/S1568-1637(17)30309-4 ,https://sci-hub.se/10.1016/S1568-1637%2817%2930309-4,https://booksc.org/s/?q=10.1016/S1568-1637%2817%2930309-4,editorial board
789,2019,,Editorial Board,10.1016/S1568-1637(18)30331-3 ,https://sci-hub.se/10.1016/S1568-1637%2818%2930331-3,https://booksc.org/s/?q=10.1016/S1568-1637%2818%2930331-3,editorial board
789,2020,,Editorial Board,10.1016/s1568-1637(19)30504-5 ,https://sci-hub.se/10.1016/s1568-1637%2819%2930504-5,https://booksc.org/s/?q=10.1016/s1568-1637%2819%2930504-5,editorial board
793,2017,,Editorial Board,10.1016/s1359-1789(16)30241-5 ,https://sci-hub.se/10.1016/s1359-1789%2816%2930241-5,https://booksc.org/s/?q=10.1016/s1359-1789%2816%2930241-5,editorial board
793,2018,,Editorial Board,10.1016/S1359-1789(18)30014-4 ,https://sci-hub.se/10.1016/S1359-1789%2818%2930014-4,https://booksc.org/s/?q=10.1016/S1359-1789%2818%2930014-4,editorial board
793,2019,,Editorial Board,10.1016/s1359-1789(19)30017-5 ,https://sci-hub.se/10.1016/s1359-1789%2819%2930017-5,https://booksc.org/s/?q=10.1016/s1359-1789%2819%2930017-5,editorial board
793,2020,,Editorial Board,10.1016/s1359-1789(20)30010-0 ,https://sci-hub.se/10.1016/s1359-1789%2820%2930010-0,https://booksc.org/s/?q=10.1016/s1359-1789%2820%2930010-0,editorial board
814,2021,,Editorial Board,10.1016/S0168-1923(20)30362-2 ,https://sci-hub.se/10.1016/S0168-1923%2820%2930362-2,https://booksc.org/s/?q=10.1016/S0168-1923%2820%2930362-2,editorial board
815,2017,,Issue Information - Editorial Board,10.1111/agec.12403 ,https://sci-hub.se/10.1111/agec.12403,https://booksc.org/s/?q=10.1111/agec.12403,issue information
815,2018,,Issue Information - Editorial Board,10.1111/agec.12376 ,https://sci-hub.se/10.1111/agec.12376,https://booksc.org/s/?q=10.1111/agec.12376,issue information
815,2019,,Issue Information,10.1111/agec.12536 ,https://sci-hub.se/10.1111/agec.12536,https://booksc.org/s/?q=10.1111/agec.12536,issue information
815,2020,,Issue Information,10.1111/agec.12491 ,https://sci-hub.se/10.1111/agec.12491,https://booksc.org/s/?q=10.1111/agec.12491,issue information
825,2017,,Editorial Board,10.1016/s0308-521x(16)30776-4 ,https://sci-hub.se/10.1016/s0308-521x%2816%2930776-4,https://booksc.org/s/?q=10.1016/s0308-521x%2816%2930776-4,editorial board
825,2018,,Inside Front Cover - Editorial Board Page,10.1016/s0308-521x(17)31062-4 ,https://sci-hub.se/10.1016/s0308-521x%2817%2931062-4,https://booksc.org/s/?q=10.1016/s0308-521x%2817%2931062-4,editorial board
825,2019,,Editorial Board,10.1016/S0308-521X(18)31312-X ,https://sci-hub.se/10.1016/S0308-521X%2818%2931312-X,https://booksc.org/s/?q=10.1016/S0308-521X%2818%2931312-X,editorial board
825,2021,,Editorial Board,10.1016/S0308-521X(20)30862-3 ,https://sci-hub.se/10.1016/S0308-521X%2820%2930862-3,https://booksc.org/s/?q=10.1016/S0308-521X%2820%2930862-3,editorial board
827,2017,,Inside Front Cover (with Editorial Board),10.1016/s0378-3774(16)30424-3 ,https://sci-hub.se/10.1016/s0378-3774%2816%2930424-3,https://booksc.org/s/?q=10.1016/s0378-3774%2816%2930424-3,editorial board
827,2018,,Inside Front Cover - Editorial Board Page,10.1016/s0378-3774(17)30339-6 ,https://sci-hub.se/10.1016/s0378-3774%2817%2930339-6,https://booksc.org/s/?q=10.1016/s0378-3774%2817%2930339-6,editorial board
827,2019,,Editorial Board,10.1016/S0378-3774(18)31579-8 ,https://sci-hub.se/10.1016/S0378-3774%2818%2931579-8,https://booksc.org/s/?q=10.1016/S0378-3774%2818%2931579-8,editorial board
827,2020,,Editorial Board,10.1016/j.agwat.2019.105912 ,https://sci-hub.se/10.1016/j.agwat.2019.105912,https://booksc.org/s/?q=10.1016/j.agwat.2019.105912,editorial board
835,2018,,Inside Front Cover - Editorial Board Page,10.1016/s0167-8809(17)30471-1 ,https://sci-hub.se/10.1016/s0167-8809%2817%2930471-1,https://booksc.org/s/?q=10.1016/s0167-8809%2817%2930471-1,editorial board
835,2019,,Editorial Board,10.1016/s0167-8809(18)30452-3 ,https://sci-hub.se/10.1016/s0167-8809%2818%2930452-3,https://booksc.org/s/?q=10.1016/s0167-8809%2818%2930452-3,editorial board
835,2020,,Editorial Board,10.1016/s0167-8809(19)30346-9 ,https://sci-hub.se/10.1016/s0167-8809%2819%2930346-9,https://booksc.org/s/?q=10.1016/s0167-8809%2819%2930346-9,editorial board
